MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932828,0.0570000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4.3330000,0.1026265,-0.0109896,-0.0571153
MsgID.LOCAL_VELOCITY,4.3330000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957510,37.7932809,0.0600000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4.5830000,-0.1117392,0.0321823,-0.0607039
MsgID.LOCAL_VELOCITY,4.5830000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957495,37.7932806,0.0730000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4.8340000,-0.1358177,0.1630641,-0.0739227
MsgID.LOCAL_VELOCITY,4.8340000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957513,37.7932819,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957505,37.7932820,0.0930000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,5.0840000,0.0179085,0.0750335,-0.0934809
MsgID.LOCAL_VELOCITY,5.0840000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957523,37.7932830,0.1100000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,5.3340000,0.1320601,-0.0875339,-0.1105179
MsgID.LOCAL_VELOCITY,5.3340000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957511,37.7932815,0.1210000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,5.5840000,-0.0371235,0.0237797,-0.1215657
MsgID.LOCAL_VELOCITY,5.5840000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957498,37.7932809,0.1210000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,5.8340000,-0.1105492,0.1382599,-0.1215150
MsgID.LOCAL_VELOCITY,5.8340000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957513,37.7932819,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932801,0.1110000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,6.0840000,-0.1996715,-0.0179021,-0.1118738
MsgID.LOCAL_VELOCITY,6.0840000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957530,37.7932813,0.0970000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,6.3340000,-0.0236198,-0.0972878,-0.0973929
MsgID.LOCAL_VELOCITY,6.3340000,0.0006984,0.0000470,0.0038918
MsgID.GLOBAL_POSITION,0.0000000,-122.3957517,37.7932827,0.0860000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.0100000
MsgID.LOCAL_POSITION,6.5850000,0.1286190,0.0179063,-0.0869734
MsgID.LOCAL_VELOCITY,6.5850000,-0.0024717,-0.0000421,-0.0196007
MsgID.GLOBAL_POSITION,0.0000000,-122.3957501,37.7932826,0.0860000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,0.0000000,-0.0400000
MsgID.LOCAL_POSITION,6.8350000,0.1241564,0.1559489,-0.0865998
MsgID.LOCAL_VELOCITY,6.8350000,-0.0236537,-0.0068821,-0.0455031
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957531,37.7932805,0.0940000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0400000,-0.0100000,-0.0100000
MsgID.LOCAL_POSITION,7.0850000,-0.1071541,-0.1065286,-0.0947145
MsgID.LOCAL_VELOCITY,7.0850000,-0.0427818,-0.0184186,-0.0160014
MsgID.GLOBAL_POSITION,0.0000000,-122.3957521,37.7932817,0.1790000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,0.0000000,-1.1900000
MsgID.LOCAL_POSITION,7.3350000,0.0269885,-0.0159421,-0.1790352
MsgID.LOCAL_VELOCITY,7.3350000,-0.0241897,-0.0029596,-1.1916225
MsgID.GLOBAL_POSITION,0.0000000,-122.3957521,37.7932826,0.7720000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,-0.0100000,-3.3700000
MsgID.LOCAL_POSITION,7.5850000,0.1166347,-0.0205366,-0.7742718
MsgID.LOCAL_VELOCITY,7.5850000,-0.0158798,-0.0128186,-3.3763890
MsgID.GLOBAL_POSITION,0.0000000,-122.3957517,37.7932811,1.7680000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0300000,-0.0100000,-4.3900000
MsgID.LOCAL_POSITION,7.8350000,-0.0456934,0.0212073,-1.7705010
MsgID.LOCAL_VELOCITY,7.8350000,-0.0384572,-0.0148525,-4.3997846
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957496,37.7932808,2.8850000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0300000,-0.0100000,-4.0400000
MsgID.LOCAL_POSITION,8.0850000,-0.0818856,0.2042120,-2.8870175
MsgID.LOCAL_VELOCITY,8.0850000,-0.0319386,-0.0189824,-4.0347366
MsgID.GLOBAL_POSITION,0.0000000,-122.3957509,37.7932803,3.5400000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0300000,-0.0100000,-1.4600000
MsgID.LOCAL_POSITION,8.3350000,-0.1330501,0.0898250,-3.5417159
MsgID.LOCAL_VELOCITY,8.3350000,-0.0300373,-0.0178524,-1.4587675
MsgID.GLOBAL_POSITION,0.0000000,-122.3957522,37.7932796,3.5730000
MsgID.LOCAL_VELOCITY,0.0000000,0.0600000,-0.0100000,0.8700000
MsgID.LOCAL_POSITION,8.5850000,-0.2099423,-0.0256899,-3.5731421
MsgID.LOCAL_VELOCITY,8.5850000,0.0637518,-0.0168982,0.8704097
MsgID.GLOBAL_POSITION,0.0000000,-122.3957518,37.7932822,3.1790000
MsgID.LOCAL_VELOCITY,0.0000000,0.9300000,-0.0100000,1.7900000
MsgID.LOCAL_POSITION,8.8350000,0.0729078,0.0084689,-3.1787689
MsgID.LOCAL_VELOCITY,8.8350000,0.9349969,-0.0114432,1.7973251
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957518,37.7932856,2.8380000
MsgID.LOCAL_VELOCITY,0.0000000,2.7800000,0.0000000,0.4800000
MsgID.LOCAL_POSITION,9.0850000,0.4578800,0.0085414,-2.8384407
MsgID.LOCAL_VELOCITY,9.0850000,2.7906320,-0.0073798,0.4864743
MsgID.GLOBAL_POSITION,0.0000000,-122.3957518,37.7932939,2.8900000
MsgID.LOCAL_VELOCITY,0.0000000,4.5900000,0.0000000,-0.8200000
